date,hashtag,count
2020-01-08,#china,1
2020-01-08,#sars,1
2020-01-08,#mers,1
2020-01-09,#ccp,2
2020-01-09,#wars,2
2020-01-09,#coronavirus,1
2020-01-09,#wuhan,1
2020-01-10,#wuhanpneumonia,1
2020-01-10,#wuhan,1
2020-01-10,#coronavirus,1
2020-01-10,#bat,1
2020-01-10,#sars,1
2020-01-10,#mers,1
2020-01-11,#coronavirus,2
2020-01-11,#china,1
2020-01-11,#death,1
2020-01-11,#rt,1
2020-01-11,#wuhanpneumonia,1
2020-01-12,#wuhan,1
2020-01-12,#coronavirus,1
2020-01-13,#coronavirus,1
2020-01-17,#coronavirus,5
2020-01-17,#china,2
2020-01-17,#ncov,2
2020-01-17,#america,1
2020-01-17,#who,1
2020-01-17,#japan,1
2020-01-17,#wuhan,1
2020-01-18,#china,3
2020-01-18,#coronavirus,3
2020-01-18,#virus,1
2020-01-18,#news,1
2020-01-18,#diseasehttps,1
2020-01-18,#ccp,1
2020-01-18,#wuhanpneumonia,1
2020-01-18,#uk,1
2020-01-20,#coronavirus,17
2020-01-20,#china,5
2020-01-20,#health,3
2020-01-20,#wuhan,2
2020-01-20,#japan,2
2020-01-20,#fbpe,1
2020-01-20,#fbrhttps,1
2020-01-20,#938,1
2020-01-20,#chinesepneumonia,1
2020-01-20,#who,1
2020-01-20,#beijing,1
2020-01-20,#shenzhen,1
2020-01-20,#pneumonia,1
2020-01-20,#mers,1
2020-01-20,#wuhanpneumonia,1
2020-01-20,#sars,1
2020-01-20,#virus,1
2020-01-20,#chinavirus,1
2020-01-20,#hoax,1
2020-01-21,#coronavirus,23
2020-01-21,#china,4
2020-01-21,#chears,2
2020-01-21,#breaking,1
2020-01-21,#9newshttps,1
2020-01-21,#opinión,1
2020-01-21,#ssot,1
2020-01-21,#ศาสตร,1
2020-01-21,#australia,1
2020-01-21,#brisbane,1
2020-01-21,#wuhan,1
2020-01-21,#aushealth,1
2020-01-21,#theangrycanuck,1
2020-01-21,#cdc,1
2020-01-21,#goodmusic,1
2020-01-21,#meaning,1
2020-01-21,#coronavirushttps,1
2020-01-21,#btstour2020,1
2020-01-21,#silentwitness,1
2020-01-21,#davos2020,1
2020-01-22,#coronavirus,90
2020-01-22,#china,12
2020-01-22,#wuhan,7
2020-01-22,#news,4
2020-01-22,#sars,3
2020-01-22,#daangels,2
2020-01-22,#danation,2
2020-01-22,#trump2020,2
2020-01-22,#hongkong,2
2020-01-22,#chinapneumonia,2
2020-01-22,#virus,2
2020-01-22,#cdc,2
2020-01-22,#chinavirus,2
2020-01-22,#breaking,2
2020-01-22,#security,2
2020-01-22,#ph,1
2020-01-22,#new,1
2020-01-22,#northkorea,1
2020-01-22,#chears,1
2020-01-22,#nationalhugday,1
2020-01-23,#coronavirus,105
2020-01-23,#china,15
2020-01-23,#coronavirusoutbreak,14
2020-01-23,#wuhan,11
2020-01-23,#wuhancoronavirus,10
2020-01-23,#coronovirus,8
2020-01-23,#health,7
2020-01-23,#ncov,5
2020-01-23,#chinavirus,4
2020-01-23,#who,2
2020-01-23,#ccp,2
2020-01-23,#wallst,2
2020-01-23,#pneumonia,2
2020-01-23,#travel,2
2020-01-23,#coronavirushttps,2
2020-01-23,#news,2
2020-01-23,#stocks,2
2020-01-23,#trading,2
2020-01-23,#endego,2
2020-01-23,#plagueinc,2
2020-01-24,#coronavirus,151
2020-01-24,#china,38
2020-01-24,#wuhan,21
2020-01-24,#coronavirusoutbreak,19
2020-01-24,#coronoavirus,8
2020-01-24,#breaking,6
2020-01-24,#wuhancoronavirus,6
2020-01-24,#2019ncov,6
2020-01-24,#ncov2019,6
2020-01-24,#coronovirus,5
2020-01-24,#health,5
2020-01-24,#ncov,4
2020-01-24,#foxnews,4
2020-01-24,#publichealth,4
2020-01-24,#outbreak,4
2020-01-24,#who,4
2020-01-24,#hongkong,3
2020-01-24,#coronaviruschina,3
2020-01-24,#wuhancoronovirus,3
2020-01-24,#chinavirus,3
2020-01-25,#coronavirus,161
2020-01-25,#china,20
2020-01-25,#wuhan,13
2020-01-25,#coronavirusoutbreak,11
2020-01-25,#coronarovirus,9
2020-01-25,#coronaoutbreak,9
2020-01-25,#wuhanvirus,7
2020-01-25,#ncov2019,7
2020-01-25,#wuhancoronavirus,7
2020-01-25,#wuhanoutbreak,6
2020-01-25,#coronoavirus,6
2020-01-25,#health,5
2020-01-25,#news,5
2020-01-25,#breaking,4
2020-01-25,#wuhanpneumonia,4
2020-01-25,#wuhancoronovirus,4
2020-01-25,#virus,4
2020-01-25,#outbreak,4
2020-01-25,#ncov,3
2020-01-25,#pandemic,3
2020-01-26,#coronavirus,174
2020-01-26,#coronaoutbreak,28
2020-01-26,#china,22
2020-01-26,#coronavirusoutbreak,19
2020-01-26,#wuhan,15
2020-01-26,#coronarvirus,15
2020-01-26,#wuhancoronavirus,13
2020-01-26,#coronarovirus,6
2020-01-26,#wuhanvirus,6
2020-01-26,#plagueinc,5
2020-01-26,#2019ncov,4
2020-01-26,#ncov2019,4
2020-01-26,#california,4
2020-01-26,#chinavirus,4
2020-01-26,#auspol,3
2020-01-26,#coronaviruschina,3
2020-01-26,#wuhanpneumonia,3
2020-01-26,#health,3
2020-01-26,#coronavirushttps,3
2020-01-26,#virus,3
2020-01-27,#coronavirus,10128
2020-01-27,#wuhan,1516
2020-01-27,#china,1148
2020-01-27,#coronaoutbreak,570
2020-01-27,#coronavirusoutbreak,463
2020-01-27,#wuhancoronavirus,339
2020-01-27,#2019ncov,326
2020-01-27,#coronarvirus,321
2020-01-27,#ncov2019,309
2020-01-27,#health,290
2020-01-27,#news,257
2020-01-27,#wuhanoutbreak,207
2020-01-27,#breaking,197
2020-01-27,#coronaviruscanada,192
2020-01-27,#wuhancoronovirus,174
2020-01-27,#coronavirustoronto,169
2020-01-27,#virus,163
2020-01-27,#wuhanvirus,160
2020-01-27,#coronavirusaustralia,143
2020-01-27,#canada,140
2020-01-28,#coronavirus,35381
2020-01-28,#wuhan,4553
2020-01-28,#china,4374
2020-01-28,#coronaoutbreak,1556
2020-01-28,#coronarvirues,1305
2020-01-28,#wuhancoronavirus,1082
2020-01-28,#coronavirusoutbreak,1039
2020-01-28,#ncov2019,908
2020-01-28,#2019ncov,846
2020-01-28,#news,783
2020-01-28,#health,744
2020-01-28,#wuhanvirus,733
2020-01-28,#wuhancoronovirus,668
2020-01-28,#wuhanoutbreak,596
2020-01-28,#breaking,542
2020-01-28,#ncov,518
2020-01-28,#virus,510
2020-01-28,#coronavirusindia,475
2020-01-28,#wuhanpneumonia,461
2020-01-28,#chinavirus,455
2020-01-29,#coronavirus,31928
2020-01-29,#wuhan,4328
2020-01-29,#china,4266
2020-01-29,#coronaravirus,1635
2020-01-29,#coronoavirus,1361
2020-01-29,#coronaoutbreak,1114
2020-01-29,#wuhancoronavirus,1012
2020-01-29,#wuhanvirus,1000
2020-01-29,#health,897
2020-01-29,#news,877
2020-01-29,#coronavirusoutbreak,822
2020-01-29,#2019ncov,820
2020-01-29,#ncov2019,774
2020-01-29,#breaking,616
2020-01-29,#virus,582
2020-01-29,#wuhancoronovirus,539
2020-01-29,#chinavirus,485
2020-01-29,#foxnews,472
2020-01-29,#corona,456
2020-01-29,#ncov,450
2020-01-30,#coronavirus,42744
2020-01-30,#china,4440
2020-01-30,#wuhan,4180
2020-01-30,#coronavirusoutbreak,3784
2020-01-30,#wuhancoronavirus,1510
2020-01-30,#2019ncov,1221
2020-01-30,#coronarvirus,1198
2020-01-30,#ncov,1151
2020-01-30,#who,1079
2020-01-30,#breaking,1021
2020-01-30,#ncov2019,1009
2020-01-30,#news,990
2020-01-30,#health,941
2020-01-30,#coronaoutbreak,916
2020-01-30,#coronaviruswho,816
2020-01-30,#wuhanvirus,800
2020-01-30,#corona,709
2020-01-30,#virus,634
2020-01-30,#coronavirusindia,631
2020-01-30,#chinacoronavirus,531
2020-01-31,#coronavirus,43514
2020-01-31,#china,4559
2020-01-31,#wuhan,4116
2020-01-31,#coronavirusoutbreak,3968
2020-01-31,#2019ncov,1704
2020-01-31,#coronarvirus,1616
2020-01-31,#wuhancoronavirus,1105
2020-01-31,#health,1049
2020-01-31,#news,953
2020-01-31,#ncov2019,866
2020-01-31,#corona,817
2020-01-31,#who,810
2020-01-31,#coronavirusuk,804
2020-01-31,#breaking,798
2020-01-31,#ncov,792
2020-01-31,#coronaviruswho,777
2020-01-31,#virus,751
2020-01-31,#brexitday,720
2020-01-31,#coronarovirus,714
2020-01-31,#brexit,665
2020-02-01,#coronavirus,24498
2020-02-01,#wuhan,4272
2020-02-01,#china,4081
2020-02-01,#coronarovirus,1715
2020-02-01,#coronavirusoutbreak,1615
2020-02-01,#2019ncov,1452
2020-02-01,#coronarvirus,1145
2020-02-01,#virus,891
2020-02-01,#wuhancoronavirus,880
2020-02-01,#health,774
2020-02-01,#corona,746
2020-02-01,#news,743
2020-02-01,#ncov2019,611
2020-02-01,#letsbeatcoronatogether,582
2020-02-01,#breakingnews,547
2020-02-01,#breaking,477
2020-02-01,#wuhancoronavirusoutbreak,477
2020-02-01,#ncov,466
2020-02-01,#wuhanvirus,464
2020-02-01,#coronaoutbreak,456
2020-02-02,#coronavirus,26357
2020-02-02,#wuhan,4596
2020-02-02,#china,4532
2020-02-02,#coronarivus,1698
2020-02-02,#nomeat_nocoronavirus,1604
2020-02-02,#coronavirusoutbreak,1406
2020-02-02,#virus,1067
2020-02-02,#2019ncov,1041
2020-02-02,#coronovirusoutbreak,925
2020-02-02,#health,841
2020-02-02,#flu,824
2020-02-02,#wuhancoronavirus,819
2020-02-02,#sars,799
2020-02-02,#coronarovirus,780
2020-02-02,#news,725
2020-02-02,#ncov2019,643
2020-02-02,#wuhanvirus,626
2020-02-02,#ncov,574
2020-02-02,#breaking,533
2020-02-02,#coronavirusindia,519
2020-02-03,#coronavirus,30648
2020-02-03,#china,5191
2020-02-03,#wuhan,3667
2020-02-03,#coronavirusoutbreak,2326
2020-02-03,#superbowl,1834
2020-02-03,#virus,1286
2020-02-03,#2019ncov,1069
2020-02-03,#health,1001
2020-02-03,#news,995
2020-02-03,#sars,984
2020-02-03,#flu,948
2020-02-03,#wuhancoronavirus,794
2020-02-03,#ncov2019,677
2020-02-03,#wuhanvirus,620
2020-02-03,#ncov,592
2020-02-03,#coronaviruse,563
2020-02-03,#chinacoronavirus,543
2020-02-03,#breaking,458
2020-02-03,#coronavrius,392
2020-02-03,#coronarivirus,386
2020-02-04,#coronavirus,26629
2020-02-04,#china,4999
2020-02-04,#wuhan,3399
2020-02-04,#coronavirusoutbreak,2857
2020-02-04,#virus,1558
2020-02-04,#coronaviruschina,1538
2020-02-04,#2019ncov,1326
2020-02-04,#flu,1042
2020-02-04,#sars,1012
2020-02-04,#news,885
2020-02-04,#health,863
2020-02-04,#wuhancoronavirus,733
2020-02-04,#ncov2019,693
2020-02-04,#hongkong,690
2020-02-04,#corona,629
2020-02-04,#trump,589
2020-02-04,#ncov,499
2020-02-04,#wuhanvirus,476
2020-02-04,#breaking,433
2020-02-04,#stateoftheunion,421
2020-02-05,#coronavirus,25112
2020-02-05,#china,4318
2020-02-05,#wuhan,3165
2020-02-05,#coronavirusoutbreak,1801
2020-02-05,#virus,1506
2020-02-05,#flu,1169
2020-02-05,#coronaviruschina,1158
2020-02-05,#sars,1140
2020-02-05,#2019ncov,1068
2020-02-05,#trump,1017
2020-02-05,#news,881
2020-02-05,#health,826
2020-02-05,#wuhancoronavirus,705
2020-02-05,#ncov2019,681
2020-02-05,#wuhanvirus,488
2020-02-05,#ncov,482
2020-02-05,#hongkong,464
2020-02-05,#breaking,449
2020-02-05,#coronaoutbreak,400
2020-02-05,#chinacoronavirus,374
2020-02-06,#coronavirus,24882
2020-02-06,#china,4542
2020-02-06,#wuhan,3031
2020-02-06,#coronavirusoutbreak,1715
2020-02-06,#virus,1455
2020-02-06,#flu,1204
2020-02-06,#sars,1194
2020-02-06,#trump,1101
2020-02-06,#2019ncov,1080
2020-02-06,#coronaoutbreak,1072
2020-02-06,#corononavirus,830
2020-02-06,#news,826
2020-02-06,#wuhancoronavirus,820
2020-02-06,#coronaviruschina,787
2020-02-06,#health,775
2020-02-06,#ncov2019,667
2020-02-06,#impeachmentday,469
2020-02-06,#mittromney,455
2020-02-06,#ncov,454
2020-02-06,#breaking,405
2020-02-07,#coronavirus,25357
2020-02-07,#china,4587
2020-02-07,#wuhan,3258
2020-02-07,#coronavirusoutbreak,1963
2020-02-07,#virus,1456
2020-02-07,#2019ncov,1137
2020-02-07,#flu,1136
2020-02-07,#sars,1111
2020-02-07,#coronaoutbreak,1061
2020-02-07,#trump,1060
2020-02-07,#news,978
2020-02-07,#coronaviruschina,946
2020-02-07,#health,784
2020-02-07,#wuhancoronavirus,744
2020-02-07,#ncov2019,588
2020-02-07,#corona,568
2020-02-07,#liwenliang,564
2020-02-07,#wuhanvirus,512
2020-02-07,#breaking,481
2020-02-07,#ncov,445
2020-02-08,#coronavirus,4673
2020-02-08,#china,888
2020-02-08,#wuhan,585
2020-02-08,#coronavirusoutbreak,465
2020-02-08,#virus,335
2020-02-08,#flu,292
2020-02-08,#sars,287
2020-02-08,#vindman,269
2020-02-08,#trump,265
2020-02-08,#coronaviruschina,191
2020-02-08,#2019ncov,179
2020-02-08,#health,161
2020-02-08,#news,153
2020-02-08,#chinacoronavirus,129
2020-02-08,#wuhancoronavirus,125
2020-02-08,#ncov,125
2020-02-08,#coronaoutbreak,123
2020-02-08,#ncov2019,105
2020-02-08,#wuhanvirus,103
2020-02-08,#corona,84
2020-02-09,#coronavirus,179
2020-02-09,#china,39
2020-02-09,#coronavirusoutbreak,17
2020-02-09,#2019ncov,12
2020-02-09,#virus,11
2020-02-09,#corona,10
2020-02-09,#sars,10
2020-02-09,#wuhan,10
2020-02-09,#trump,10
2020-02-09,#flu,9
2020-02-09,#news,9
2020-02-09,#vindman,7
2020-02-09,#coronaoutbreak,6
2020-02-09,#wuhanvirus,5
2020-02-09,#wuhanchina,5
2020-02-09,#chinavirus,5
2020-02-09,#health,5
2020-02-09,#ncov2019,4
2020-02-09,#hongkong,4
2020-02-09,#wuhancoronavirus,4
2020-02-10,#coronavirus,16159
2020-02-10,#china,2396
2020-02-10,#wuhan,1596
2020-02-10,#coronavirusoutbreak,1099
2020-02-10,#virus,777
2020-02-10,#sars,656
2020-02-10,#flu,620
2020-02-10,#trump,607
2020-02-10,#2019ncov,558
2020-02-10,#vindman,541
2020-02-10,#news,522
2020-02-10,#wuhancoronavirus,505
2020-02-10,#coronaviruschina,468
2020-02-10,#ncov2019,441
2020-02-10,#health,351
2020-02-10,#wuhanvirus,345
2020-02-10,#ncov,269
2020-02-10,#who,264
2020-02-10,#breaking,259
2020-02-10,#coronovavirus,244
2020-02-11,#coronavirus,26314
2020-02-11,#china,4316
2020-02-11,#wuhan,2492
2020-02-11,#coronavirusoutbreak,2101
2020-02-11,#covid19,2053
2020-02-11,#virus,1427
2020-02-11,#flu,1255
2020-02-11,#sars,1246
2020-02-11,#2019ncov,1213
2020-02-11,#trump,1209
2020-02-11,#vindman,1120
2020-02-11,#wuhancoronavirus,1063
2020-02-11,#news,906
2020-02-11,#ncov2019,787
2020-02-11,#coronaviruschina,673
2020-02-11,#who,619
2020-02-11,#health,599
2020-02-11,#wuhanvirus,489
2020-02-11,#ncov,439
2020-02-11,#breaking,354
2020-02-12,#coronavirus,22122
2020-02-12,#covid19,4656
2020-02-12,#china,4105
2020-02-12,#wuhan,2158
2020-02-12,#coronavirusoutbreak,2077
2020-02-12,#virus,1547
2020-02-12,#sars,1282
2020-02-12,#flu,1258
2020-02-12,#trump,1180
2020-02-12,#vindman,1164
2020-02-12,#news,888
2020-02-12,#wuhancoronavirus,774
2020-02-12,#2019ncov,766
2020-02-12,#coronaviruschina,536
2020-02-12,#who,490
2020-02-12,#health,454
2020-02-12,#ncov2019,445
2020-02-12,#wuhanvirus,424
2020-02-12,#mwc2020,371
2020-02-12,#covid,367
2020-02-13,#coronavirus,24326
2020-02-13,#covid19,7402
2020-02-13,#china,4670
2020-02-13,#coronavirusoutbreak,3075
2020-02-13,#wuhan,2431
2020-02-13,#virus,1601
2020-02-13,#sars,1270
2020-02-13,#flu,1241
2020-02-13,#trump,1166
2020-02-13,#tiktok,1093
2020-02-13,#news,1027
2020-02-13,#covid2019,898
2020-02-13,#2019ncov,824
2020-02-13,#wuhancoronavirus,765
2020-02-13,#coronaviruschina,639
2020-02-13,#ncov2019,563
2020-02-13,#breaking,497
2020-02-13,#health,488
2020-02-13,#who,453
2020-02-13,#hubei,447
2020-02-14,#coronavirus,19433
2020-02-14,#covid19,8063
2020-02-14,#china,3604
2020-02-14,#coronavirusoutbreak,2467
2020-02-14,#wuhan,2146
2020-02-14,#virus,935
2020-02-14,#news,864
2020-02-14,#2019ncov,762
2020-02-14,#wuhancoronavirus,713
2020-02-14,#sars,698
2020-02-14,#flu,698
2020-02-14,#covid2019,693
2020-02-14,#trump,683
2020-02-14,#coronaviruschina,609
2020-02-14,#tiktok,594
2020-02-14,#wuhanvirus,462
2020-02-14,#sarscov2,452
2020-02-14,#breaking,444
2020-02-14,#health,443
2020-02-14,#ncov2019,443
2020-02-15,#coronavirus,16388
2020-02-15,#covid19,8784
2020-02-15,#china,3414
2020-02-15,#coronavirusoutbreak,1919
2020-02-15,#wuhan,1800
2020-02-15,#taiwancanhelp,1516
2020-02-15,#virus,1067
2020-02-15,#flu,891
2020-02-15,#sars,857
2020-02-15,#tiktok,821
2020-02-15,#trump,808
2020-02-15,#wuhancoronavirus,745
2020-02-15,#news,626
2020-02-15,#2019ncov,621
2020-02-15,#covid2019,566
2020-02-15,#coronaviruschina,441
2020-02-15,#wuhanvirus,413
2020-02-15,#sarscov2,412
2020-02-15,#japan,409
2020-02-15,#covid,404
2020-02-16,#coronavirus,15368
2020-02-16,#covid19,6743
2020-02-16,#china,3642
2020-02-16,#wuhan,2030
2020-02-16,#coronavirusoutbreak,1800
2020-02-16,#virus,1242
2020-02-16,#sars,1082
2020-02-16,#flu,1075
2020-02-16,#trump,1042
2020-02-16,#tiktok,785
2020-02-16,#coronaviruschina,724
2020-02-16,#wuhancoronavirus,716
2020-02-16,#news,623
2020-02-16,#covid2019,622
2020-02-16,#2019ncov,563
2020-02-16,#covid,467
2020-02-16,#taiwancanhelp,424
2020-02-16,#japan,400
2020-02-16,#coronavirius,363
2020-02-16,#sarscov2,342
2020-02-17,#coronavirus,18194
2020-02-17,#covid19,8094
2020-02-17,#china,3750
2020-02-17,#wuhan,2043
2020-02-17,#coronavirusoutbreak,1575
2020-02-17,#virus,1127
2020-02-17,#sars,946
2020-02-17,#flu,917
2020-02-17,#trump,902
2020-02-17,#news,732
2020-02-17,#coronaviruschina,711
2020-02-17,#2019ncov,588
2020-02-17,#japan,569
2020-02-17,#health,450
2020-02-17,#wuhancoronavirus,440
2020-02-17,#covid,391
2020-02-17,#breaking,388
2020-02-17,#diamondprincess,388
2020-02-17,#covid2019,387
2020-02-17,#sarscov2,383
2020-02-18,#coronavirus,19576
2020-02-18,#covid19,8655
2020-02-18,#china,4061
2020-02-18,#wuhan,2195
2020-02-18,#coronavirusoutbreak,1556
2020-02-18,#virus,1323
2020-02-18,#flu,1099
2020-02-18,#sars,1092
2020-02-18,#trump,1005
2020-02-18,#news,839
2020-02-18,#2019ncov,579
2020-02-18,#diamondprincess,535
2020-02-18,#wuhancoronavirus,521
2020-02-18,#coronavirustruth,490
2020-02-18,#coronaviruschina,485
2020-02-18,#apple,478
2020-02-18,#japan,468
2020-02-18,#covid,450
2020-02-18,#covid2019,437
2020-02-18,#sarscov2,378
2020-02-19,#coronavirus,17997
2020-02-19,#covid19,7651
2020-02-19,#china,3562
2020-02-19,#wuhan,1783
2020-02-19,#coronavirusoutbreak,1536
2020-02-19,#virus,1249
2020-02-19,#flu,1098
2020-02-19,#sars,1079
2020-02-19,#trump,993
2020-02-19,#news,639
2020-02-19,#coronaviruschina,620
2020-02-19,#diamondprincess,509
2020-02-19,#covid,499
2020-02-19,#covid2019,497
2020-02-19,#japan,473
2020-02-19,#2019ncov,440
2020-02-19,#iran,438
2020-02-19,#wuhancoronavirus,411
2020-02-19,#sarscov2,403
2020-02-19,#coronavavirus,390
2020-02-20,#coronavirus,18454
2020-02-20,#covid19,7502
2020-02-20,#china,3046
2020-02-20,#wuhan,1807
2020-02-20,#coronavirusoutbreak,1776
2020-02-20,#virus,1099
2020-02-20,#flu,972
2020-02-20,#sars,953
2020-02-20,#trump,908
2020-02-20,#covid2019,781
2020-02-20,#iran,765
2020-02-20,#news,588
2020-02-20,#coronavirustruth,513
2020-02-20,#covid,512
2020-02-20,#wuhancoronavirus,493
2020-02-20,#coronaviruschina,485
2020-02-20,#breaking,481
2020-02-20,#sarscov2,471
2020-02-20,#japan,465
2020-02-20,#diamondprincess,458
2020-02-21,#coronavirus,24065
2020-02-21,#covid19,10733
2020-02-21,#china,3853
2020-02-21,#wuhan,2129
2020-02-21,#coronavirusoutbreak,1802
2020-02-21,#virus,1467
2020-02-21,#flu,1203
2020-02-21,#sars,1154
2020-02-21,#trump,1115
2020-02-21,#iran,929
2020-02-21,#news,776
2020-02-21,#covid2019,764
2020-02-21,#covid,639
2020-02-21,#coronaviruschina,620
2020-02-21,#breaking,600
2020-02-21,#wuhancoronavirus,534
2020-02-21,#sarscov2,531
2020-02-21,#2019ncov,528
2020-02-21,#southkorea,498
2020-02-21,#corona,448
2020-02-22,#coronavirus,21736
2020-02-22,#covid19,9376
2020-02-22,#china,2521
2020-02-22,#coronavirusoutbreak,1721
2020-02-22,#wuhan,1654
2020-02-22,#iran,1163
2020-02-22,#covid2019,966
2020-02-22,#covid,946
2020-02-22,#italy,759
2020-02-22,#news,752
2020-02-22,#southkorea,679
2020-02-22,#pandemic,589
2020-02-22,#coronaviruschina,534
2020-02-22,#virus,526
2020-02-22,#sarscov2,516
2020-02-22,#coronavirustruth,513
2020-02-22,#breaking,480
2020-02-22,#2019ncov,448
2020-02-22,#japan,422
2020-02-22,#covid_19,385
2020-02-23,#coronavirus,23429
2020-02-23,#covid19,9456
2020-02-23,#china,2503
2020-02-23,#coronavirusoutbreak,2098
2020-02-23,#wuhan,1763
2020-02-23,#iran,1555
2020-02-23,#italy,1426
2020-02-23,#covid_19,1201
2020-02-23,#covid,1012
2020-02-23,#covid2019,876
2020-02-23,#news,832
2020-02-23,#southkorea,737
2020-02-23,#virus,729
2020-02-23,#2019ncov,617
2020-02-23,#sarscov2,610
2020-02-23,#breaking,602
2020-02-23,#pandemic,577
2020-02-23,#corona,529
2020-02-23,#coronaviruschina,471
2020-02-23,#covid19italia,462
2020-02-24,#coronavirus,35710
2020-02-24,#covid19,15109
2020-02-24,#china,3685
2020-02-24,#coronavirusoutbreak,2537
2020-02-24,#covid_19,2333
2020-02-24,#wuhan,1810
2020-02-24,#iran,1790
2020-02-24,#italy,1652
2020-02-24,#news,1372
2020-02-24,#virus,1222
2020-02-24,#pandemic,1007
2020-02-24,#covid,978
2020-02-24,#trump,940
2020-02-24,#flu,803
2020-02-24,#southkorea,782
2020-02-24,#covid2019,763
2020-02-24,#breaking,760
2020-02-24,#coronavirius,730
2020-02-24,#sars,688
2020-02-24,#who,659
2020-02-25,#coronavirus,37272
2020-02-25,#covid19,14680
2020-02-25,#china,3245
2020-02-25,#coronavirusoutbreak,2696
2020-02-25,#covidー19,2205
2020-02-25,#iran,1909
2020-02-25,#wuhan,1528
2020-02-25,#trump,1509
2020-02-25,#coronavirius,1458
2020-02-25,#news,1260
2020-02-25,#virus,1217
2020-02-25,#italy,1171
2020-02-25,#covid_19,1140
2020-02-25,#covid,996
2020-02-25,#pandemic,951
2020-02-25,#covid2019,924
2020-02-25,#breaking,838
2020-02-25,#flu,791
2020-02-25,#apologizetovietnam,768
2020-02-25,#health,715
2020-02-26,#coronavirus,35743
2020-02-26,#covid19,13507
2020-02-26,#coronavirusoutbreak,4871
2020-02-26,#covidー19,3514
2020-02-26,#china,2219
2020-02-26,#demdebate,1568
2020-02-26,#wuhan,1267
2020-02-26,#trump,1222
2020-02-26,#iran,1136
2020-02-26,#news,1134
2020-02-26,#coronavirususa,996
2020-02-26,#covid2019,987
2020-02-26,#italy,871
2020-02-26,#breaking,848
2020-02-26,#covid_19,830
2020-02-26,#pandemic,753
2020-02-26,#virus,693
2020-02-26,#covid,692
2020-02-26,#health,685
2020-02-26,#corona,601
2020-02-27,#coronavirus,46884
2020-02-27,#covid19,13079
2020-02-27,#coronavirusoutbreak,4506
2020-02-27,#coronavirusupdates,4062
2020-02-27,#covidー19,3454
2020-02-27,#china,2448
2020-02-27,#coronavirususa,2304
2020-02-27,#covid2019,1970
2020-02-27,#trump,1929
2020-02-27,#covid_19,1338
2020-02-27,#news,1292
2020-02-27,#wuhan,1264
2020-02-27,#iran,1201
2020-02-27,#virus,1057
2020-02-27,#trumpvirus,947
2020-02-27,#covid,914
2020-02-27,#breaking,846
2020-02-27,#pandemic,843
2020-02-27,#pencedemic,838
2020-02-27,#coronaviruskenya,783
2020-02-28,#coronavirus,41980
2020-02-28,#covid19,12402
2020-02-28,#coronavirusupdates,4470
2020-02-28,#covid2019,3156
2020-02-28,#coronavirusoutbreak,2740
2020-02-28,#coronavirusnigeria,2125
2020-02-28,#covid19us,1810
2020-02-28,#china,1527
2020-02-28,#covidー19,1458
2020-02-28,#trumpvirus,1328
2020-02-28,#covid_19,1301
2020-02-28,#news,1177
2020-02-28,#trump,1019
2020-02-28,#wuhan,934
2020-02-28,#iran,860
2020-02-28,#coronavid19,838
2020-02-28,#covid,808
2020-02-28,#coronavirusus,783
2020-02-28,#nigeria,761
2020-02-28,#coronavirusinkenya,758
2020-02-29,#coronavirus,40067
2020-02-29,#covid19,15315
2020-02-29,#covid2019,2859
2020-02-29,#coronavirusoutbreak,2205
2020-02-29,#hoax,1788
2020-02-29,#coronavirusupdates,1770
2020-02-29,#china,1388
2020-02-29,#coronavid19,1344
2020-02-29,#trump,1306
2020-02-29,#news,1188
2020-02-29,#trumpliesaboutcoronavirus,1149
2020-02-29,#covid,1138
2020-02-29,#iran,1023
2020-02-29,#covidー19,893
2020-02-29,#covid19us,883
2020-02-29,#wuhan,850
2020-02-29,#breaking,760
2020-02-29,#covid_19,695
2020-02-29,#foxnews,693
2020-02-29,#smartnews,683
2020-03-01,#coronavirus,18720
2020-03-01,#covid19,9017
2020-03-01,#coronavirusupdate,1725
2020-03-01,#covid2019,1262
2020-03-01,#china,989
2020-03-01,#coronavirusoutbreak,882
2020-03-01,#covid,859
2020-03-01,#coronavid19,747
2020-03-01,#news,741
2020-03-01,#iran,661
2020-03-01,#wuhan,646
2020-03-01,#covid_19,554
2020-03-01,#coronavirusupdates,511
2020-03-01,#trump,465
2020-03-01,#health,439
2020-03-01,#covidー19,411
2020-03-01,#corona,397
2020-03-01,#breaking,341
2020-03-01,#pandemic,336
2020-03-01,#sarscov2,323
2020-03-02,#coronavirus,31408
2020-03-02,#covid19,16371
2020-03-02,#coronavirusupdate,2934
2020-03-02,#coronaoutbreak,1954
2020-03-02,#coronavirusoutbreak,1901
2020-03-02,#china,1387
2020-03-02,#covid,1341
2020-03-02,#covid_19,1179
2020-03-02,#covid2019,1016
2020-03-02,#iran,974
2020-03-02,#news,938
2020-03-02,#coronavirusupdates,883
2020-03-02,#breaking,772
2020-03-02,#pandemic,771
2020-03-02,#coronavirusflorida,701
2020-03-02,#coronavirusuk,646
2020-03-02,#wuhan,585
2020-03-02,#health,577
2020-03-02,#smartnews,567
2020-03-02,#2019ncov,470
2020-03-03,#coronavirus,30928
2020-03-03,#covid19,12978
2020-03-03,#covid_19,3379
2020-03-03,#coronaoutbreak,2744
2020-03-03,#coronavirusindia,1494
